Time,T00,M10,T10,M20,T20,M30,T30,M40,T40
383,21.8125,26.43,22.5,26.83,22.5,25.15,22.1875,26.01,21.9375
384,21.625,26.43,22.4375,26.82,22.4375,25.14,22.1875,26.01,21.9375
385,21.375,26.42,22.375,26.82,22.4375,25.14,22.1875,26.01,22
386,21.3125,26.41,22.25,26.83,22.375,25.13,22.1875,26.01,22
387,21.1875,26.41,22.1875,26.83,22.3125,25.12,22.1875,26,22
388,21.125,26.4,22.125,26.82,22.3125,25.11,22.1875,25.99,22
389,21.3125,26.42,22.0625,26.83,22.25,25.11,22.125,25.98,22
390,22.25,26.43,22.0625,26.83,22.25,25.11,22.125,25.97,22
391,23.5625,26.48,22.1875,26.83,22.25,25.09,22.125,25.95,22
392,24.3125,26.83,22.375,27.05,22.1875,25.38,22.125,25.95,22
393,25.5625,27.1,22.5625,27.34,22.25,25.72,22.0625,26.07,22
394,26.75,27.04,22.875,27.31,22.3125,25.69,22.125,26.14,22
395,27.1875,28.96,23.1875,28.82,22.4375,26.98,22.125,27.28,22
396,27.125,30.23,23.4375,29.5,22.625,27.87,22.1875,28.41,22
397,26.9375,30.51,23.5625,29.42,22.6875,27.74,22.25,28.36,22.0625
398,25.8125,30.6,23.5625,29.49,22.8125,27.81,22.25,28.4,22.0625
399,25.8125,31.78,23.625,30.39,22.875,29.05,22.4375,29.51,22.125
400,24.5,32.02,23.5,30.43,22.9375,29.14,22.5,29.55,22.25
401,23.8125,30.88,23.375,29.55,22.9375,27.79,22.5,28.23,22.25
402,23.625,30.29,23.3125,29.12,23,27.18,22.5625,27.67,22.25
403,23.1875,29.97,23.25,28.81,22.9375,26.88,22.5625,27.48,22.3125
404,22.875,29.75,23.1875,28.61,23,26.69,22.625,27.33,22.3125
405,22.625,29.59,23.125,28.47,22.9375,26.54,22.625,27.23,22.3125
406,22.6875,29.47,23.0625,28.38,22.9375,26.44,22.625,27.15,22.3125
407,22.5625,29.35,23,28.3,22.9375,26.36,22.625,27.08,22.375
408,22.4375,29.25,22.9375,28.24,22.9375,26.3,22.6875,27.04,22.375
409,22.3125,29.16,22.9375,28.19,22.9375,26.26,22.625,27,22.4375
410,22.25,29.07,22.875,28.15,22.875,26.2,22.625,26.97,22.4375
411,22.3125,29,22.8125,28.1,22.875,26.18,22.625,26.94,22.375
412,22,28.92,22.75,28.07,22.8125,26.14,22.625,26.91,22.375
413,22.125,28.86,22.6875,28.04,22.75,26.1,22.625,26.87,22.375
414,22.6875,28.83,22.6875,28.01,22.8125,26.07,22.5625,26.83,22.4375
415,22.9375,28.76,22.75,27.97,22.75,25.99,22.5625,26.75,22.375
416,23.25,28.71,22.75,27.93,22.6875,25.96,22.5625,26.7,22.375
417,23.5,28.64,22.8125,27.9,22.6875,25.92,22.5625,26.67,22.375
418,23.25,28.56,22.875,27.85,22.6875,25.88,22.5625,26.64,22.375
419,23.1875,28.49,22.875,27.81,22.6875,25.84,22.5625,26.61,22.375
420,22.875,28.47,22.8125,27.8,22.6875,25.84,22.5625,26.61,22.375
421,23.375,28.45,22.875,27.79,22.75,25.82,22.5625,26.58,22.375
422,23.3125,28.42,22.875,27.78,22.75,25.78,22.5625,26.53,22.375
423,23.4375,28.38,22.9375,27.75,22.75,25.76,22.5625,26.52,22.375
424,23.5625,28.33,22.9375,27.74,22.75,25.75,22.5625,26.5,22.375
425,23.4375,28.3,22.9375,27.72,22.75,25.73,22.5625,26.47,22.375
426,23.3125,28.28,22.9375,27.72,22.75,25.71,22.5625,26.46,22.375
427,22.875,28.26,22.875,27.72,22.75,25.71,22.5625,26.46,22.375
428,22.375,28.24,22.8125,27.71,22.75,25.69,22.5625,26.45,22.375
429,22.3125,28.21,22.75,27.69,22.75,25.69,22.5625,26.44,22.375
430,22.25,28.19,22.6875,27.69,22.6875,25.68,22.5625,26.44,22.375
431,22.0625,28.17,22.625,27.68,22.6875,25.67,22.5625,26.43,22.375
432,22.0625,28.14,22.5625,27.67,22.6875,25.66,22.5,26.42,22.375
433,22,28.11,22.5,27.66,22.625,25.64,22.5625,26.41,22.375
434,21.875,28.09,22.4375,27.66,22.5625,25.64,22.5,26.4,22.375
435,21.8125,28.06,22.375,27.64,22.5625,25.63,22.4375,26.39,22.375
436,21.625,28.03,22.3125,27.64,22.5,25.62,22.4375,26.39,22.3125
437,21.5625,28.02,22.25,27.63,22.5,25.61,22.4375,26.38,22.3125
438,22.0625,27.99,22.25,27.63,22.4375,25.6,22.375,26.35,22.3125
439,22.6875,31.62,22.25,30.48,22.375,29.09,22.375,29.48,22.3125
440,23.125,31.05,22.3125,29.83,22.375,28.34,22.375,28.65,22.3125
441,23.1875,32.24,22.4375,30.81,22.375,29.55,22.3125,29.8,22.3125
442,24.1875,32.64,22.4375,30.94,22.3125,29.83,22.3125,30.05,22.3125
443,24.125,32.86,22.375,30.98,22.1875,29.84,22.1875,30.04,22.25
444,23.875,33.03,22.25,31.03,22.125,29.89,22.125,30.06,22.1875
445,23.875,33.2,22.1875,31.06,22.0625,29.89,22,30.03,22.125
446,23.4375,32.54,22.125,30.83,22.0625,29.46,22.0625,29.58,22.125
447,23.375,33,22.125,30.96,22.0625,29.75,22.0625,29.9,22.125
448,23.125,32.81,22,30.9,22,29.63,22,29.77,22.0625
449,23.0625,31.09,22.0625,29.52,22,27.76,22,28.19,22.125
450,23,30.55,22.125,29.12,22.0625,27.26,22.0625,27.81,22.0625
451,22.75,30.25,22.1875,28.88,22.0625,27,22.0625,27.6,22.0625
452,22.625,30.03,22.1875,28.72,22.125,26.84,22.0625,27.47,22.0625
453,22.5,29.84,22.25,28.6,22.1875,26.7,22.0625,27.37,22.0625
454,22.4375,29.69,22.25,28.52,22.1875,26.6,22.125,27.3,22.0625
455,22.1875,29.55,22.25,28.45,22.1875,26.52,22.125,27.22,22.0625
456,22,29.44,22.25,28.39,22.25,26.46,22.125,27.16,22.125
457,22.125,29.33,22.25,28.33,22.25,26.4,22.1875,27.11,22.125
458,21.9375,29.25,22.1875,28.3,22.25,26.37,22.1875,27.09,22.125
459,21.75,29.17,22.125,28.24,22.25,26.29,22.1875,27.02,22.125
460,21.5,29.09,22.0625,28.2,22.25,26.26,22.1875,26.98,22.125
461,21.25,29.03,22,28.18,22.1875,26.21,22.1875,26.94,22.125
462,21.1875,28.97,21.9375,28.13,22.1875,26.17,22.1875,26.91,22.1875
463,21.4375,28.92,21.9375,28.11,22.1875,26.14,22.1875,26.87,22.125
464,21.625,28.86,21.875,28.08,22.125,26.1,22.1875,26.84,22.125
465,21.8125,28.79,21.875,28.03,22.125,26.06,22.1875,26.8,22.125
466,22.4375,28.7,21.9375,27.98,22.125,26.01,22.1875,26.76,22.125
467,22.5625,28.63,22,27.95,22.0625,25.99,22.125,26.73,22.125
468,22.4375,28.57,22.0625,27.92,22.125,25.95,22.125,26.69,22.125
469,23,28.49,22.125,27.89,22.125,25.92,22.125,26.66,22.125
470,23.1875,28.41,22.25,27.85,22.1875,25.89,22.125,26.62,22.125
471,23.1875,28.35,22.3125,27.82,22.1875,25.85,22.125,26.59,22.125
472,23,28.31,22.3125,27.8,22.1875,25.84,22.125,26.57,22.125
473,22.6875,28.28,22.3125,27.79,22.1875,25.82,22.125,26.55,22.125
474,22.25,28.27,22.3125,27.79,22.25,25.81,22.125,26.54,22.125
475,22,28.24,22.25,27.78,22.25,25.8,22.125,26.53,22.125
476,21.5,28.2,22.1875,27.78,22.25,25.78,22.1875,26.52,22.125
477,21.0625,28.16,22.0625,27.76,22.25,25.78,22.125,26.52,22.125
478,20.5625,28.12,21.9375,27.73,22.1875,25.75,22.1875,26.52,22.0625
479,20.375,28.08,21.875,27.7,22.1875,25.73,22.125,26.49,22.125
480,20.125,28.07,21.6875,27.69,22.125,25.7,22.125,26.47,22.125
481,20.0625,28.05,21.625,27.68,22.0625,25.69,22.125,26.46,22.125
482,19.9375,28.02,21.5,27.67,22,25.68,22.125,26.45,22.125
483,19.875,28,21.5,27.67,21.9375,25.66,22.0625,26.45,22.0625
484,19.875,27.98,21.4375,27.67,21.875,25.65,22.0625,26.43,22.0625
485,20.125,27.98,21.375,27.67,21.8125,25.64,22,26.43,22.0625
486,21.0625,27.98,21.375,27.67,21.8125,25.64,22,26.41,22.0625
487,22.5,27.97,21.5,27.67,21.75,25.62,21.9375,26.39,22
488,23.75,31.78,21.75,30.54,21.75,28.89,21.875,29.18,22
489,24.75,32.56,21.875,30.73,21.75,29.47,21.8125,29.7,21.9375
490,25.9375,32.86,22.0625,30.79,21.75,29.56,21.75,29.8,21.875
491,26.5,30.96,22.375,29.5,21.8125,27.64,21.8125,28.13,21.875
492,26.8125,30.29,22.625,28.89,21.9375,27.04,21.8125,27.68,21.875
493,26.5625,29.89,22.875,28.6,22.0625,26.76,21.875,27.47,21.875
494,25.8125,29.65,23,28.46,22.1875,26.6,21.9375,27.34,21.875
495,25.3125,29.47,23.0625,28.37,22.3125,26.51,21.9375,27.23,21.875
496,24.9375,29.33,23.0625,28.31,22.4375,26.41,22,27.13,21.875
497,24.6875,29.19,23.0625,28.25,22.5,26.34,22.0625,27.05,21.9375
498,23.875,29.1,23,28.21,22.5,26.28,22.125,27,22
499,22.9375,28.99,22.9375,28.17,22.5625,26.24,22.1875,26.96,22
500,22.5,28.9,22.8125,28.13,22.5625,26.2,22.25,26.92,22
501,22.125,28.8,22.6875,28.1,22.5625,26.16,22.25,26.89,22.0625
502,22.25,28.75,22.625,28.07,22.5625,26.12,22.3125,26.86,22.0625
503,22,28.68,22.5625,28.05,22.5,26.08,22.3125,26.83,22.125
504,21.625,28.61,22.4375,28.01,22.5,26.05,22.3125,26.8,22.125
505,21.3125,28.54,22.3125,27.97,22.4375,26.02,22.3125,26.77,22.125
506,21,28.48,22.25,27.93,22.4375,25.98,22.3125,26.76,22.125
507,20.8125,28.44,22.125,27.91,22.375,25.94,22.3125,26.73,22.125
508,20.8125,28.4,22.0625,27.9,22.3125,25.92,22.25,26.69,22.1875
509,21.3125,28.37,22,27.9,22.3125,25.9,22.25,26.68,22.1875
510,21.9375,28.36,22,27.88,22.25,25.88,22.25,26.65,22.125
511,22.375,28.33,22.0625,27.86,22.1875,25.85,22.25,26.62,22.1875
512,23.6875,28.27,22.1875,27.81,22.25,25.82,22.1875,26.59,22.125
513,24.5625,28.16,22.375,27.74,22.25,25.78,22.1875,26.54,22.125
514,24.8125,28.09,22.5625,27.7,22.25,25.75,22.1875,26.51,22.125
515,25.5625,27.99,22.75,27.64,22.3125,25.71,22.1875,26.48,22.125
516,25.4375,27.92,22.9375,27.61,22.375,25.7,22.1875,26.45,22.125
517,25.5,27.85,23.0625,27.57,22.5,25.67,22.1875,26.43,22.125
518,25.75,27.76,23.1875,27.51,22.5625,25.64,22.25,26.4,22.125
519,25.625,27.7,23.25,27.48,22.625,25.62,22.25,26.38,22.125
520,25.5,27.64,23.3125,27.46,22.6875,25.61,22.3125,26.36,22.1875
521,25.125,27.61,23.3125,27.46,22.75,25.59,22.375,26.36,22.1875
522,24.75,27.57,23.375,27.46,22.8125,25.59,22.375,26.35,22.1875
523,24.3125,27.57,23.3125,27.47,22.8125,25.59,22.4375,26.34,22.25
524,23.6875,27.54,23.25,27.46,22.875,25.59,22.4375,26.35,22.1875
525,23.4375,27.53,23.1875,27.46,22.875,25.58,22.5,26.34,22.25
526,23.3125,27.52,23.125,27.45,22.875,25.57,22.5625,26.34,22.25
527,23.25,27.49,23.0625,27.45,22.875,25.58,22.5,26.33,22.3125
528,23.25,27.48,23.0625,27.45,22.875,25.56,22.5625,26.33,22.3125
529,23.0625,27.47,23,27.45,22.875,25.55,22.5625,26.33,22.3125
530,22.9375,27.46,22.9375,27.44,22.8125,25.55,22.5625,26.32,22.3125
531,22.75,27.44,22.9375,27.44,22.8125,25.55,22.5625,26.33,22.3125
532,22.5625,27.42,22.875,27.43,22.8125,25.54,22.5625,26.3,22.375
533,22.625,27.41,22.8125,27.44,22.75,25.53,22.5625,26.3,22.375
534,22.9375,27.41,22.8125,27.43,22.75,25.53,22.5625,26.3,22.375
535,23.125,27.4,22.8125,27.43,22.75,25.53,22.5625,26.3,22.375
536,22.6875,27.38,22.8125,27.41,22.75,25.51,22.5625,26.29,22.375
537,22.375,27.39,22.75,27.45,22.6875,25.5,22.5625,26.31,22.375
538,22.375,27.39,22.6875,27.44,22.6875,25.49,22.5625,26.3,22.375
539,22.1875,27.39,22.625,27.44,22.6875,25.5,22.5625,26.31,22.375
540,22.4375,27.37,22.5625,27.44,22.625,25.52,22.5,26.32,22.375
541,22.9375,27.34,22.5625,27.37,22.625,25.5,22.5,26.28,22.375
542,22.5,27.31,22.5625,27.39,22.625,25.5,22.5,26.3,22.375
543,22.25,27.47,22.5625,27.32,22.5625,25.39,22.5,26.15,22.375
544,22.375,30.41,22.5,27.36,22.5625,25.37,22.4375,26.12,22.375
545,22.375,31.08,22.5,28.6,22.5625,25.42,22.4375,26.13,22.3125
546,22.25,31.07,22.5,28.99,22.5625,25.6,22.5,26.13,22.3125
547,22.0625,30.87,22.5,29.04,22.5,25.8,22.4375,26.17,22.3125
548,21.9375,30.66,22.4375,28.97,22.5,25.94,22.4375,26.22,22.375
549,21.8125,30.5,22.375,28.88,22.5,26,22.4375,26.28,22.3125
550,21.8125,30.4,22.375,28.81,22.4375,26.04,22.375,26.35,22.3125
551,21.5625,30.27,22.3125,28.74,22.4375,26.07,22.375,26.4,22.3125
552,21.4375,30.14,22.25,28.65,22.4375,26.08,22.375,26.43,22.3125
553,21.1875,30.01,22.1875,28.59,22.375,26.09,22.375,26.48,22.3125
554,20.9375,29.89,22.0625,28.53,22.375,26.08,22.3125,26.5,22.3125
555,20.4375,29.76,22,28.48,22.25,26.07,22.3125,26.54,22.25
556,20.25,29.66,21.875,28.44,22.25,26.06,22.3125,26.56,22.25
557,20.6875,29.6,21.75,28.43,22.1875,26.11,22.25,26.64,22.25
558,21.25,29.51,21.75,28.39,22.125,26.11,22.25,26.67,22.25
559,22,29.42,21.8125,28.35,22.125,26.1,22.1875,26.66,22.25
560,22.6875,29.32,21.875,28.24,22.0625,26.02,22.1875,26.57,22.1875
561,23.125,29.19,22.0625,28.17,22.0625,25.98,22.1875,26.54,22.1875
562,24.25,29.06,22.25,28.07,22.125,25.93,22.125,26.52,22.1875
563,24.1875,28.94,22.4375,28.02,22.125,25.9,22.125,26.5,22.125
564,24.5,28.84,22.5625,27.95,22.25,25.86,22.125,26.48,22.125
565,24.5,28.75,22.6875,27.92,22.25,25.84,22.125,26.47,22.125
566,24.3125,28.69,22.75,27.88,22.375,25.81,22.1875,26.45,22.125
567,24.125,28.63,22.8125,27.87,22.375,25.79,22.1875,26.44,22.125
568,23.875,28.58,22.8125,27.86,22.4375,25.78,22.25,26.43,22.125
569,23.6875,28.55,22.8125,27.85,22.5,25.78,22.25,26.43,22.125
570,23.25,28.53,22.8125,27.87,22.5,25.78,22.25,26.43,22.125
571,22.875,28.5,22.75,27.86,22.5625,25.78,22.3125,26.44,22.125
572,22.625,28.48,22.6875,27.86,22.5625,25.77,22.3125,26.44,22.125
573,22.375,28.45,22.625,27.85,22.5625,25.77,22.3125,26.43,22.1875
574,22.25,28.43,22.5625,27.85,22.5,25.76,22.375,26.44,22.1875
575,22.0625,28.41,22.5,27.84,22.5,25.76,22.3125,26.44,22.1875
576,21.25,28.34,22.375,27.81,22.5,25.75,22.3125,26.44,22.1875
577,20.8125,28.3,22.25,27.79,22.4375,25.73,22.3125,26.43,22.1875
578,20.5625,28.28,22.125,27.78,22.375,25.71,22.3125,26.43,22.1875
579,20.3125,28.24,22,27.76,22.3125,25.68,22.3125,26.42,22.1875
580,20.0625,28.22,21.875,27.75,22.25,25.67,22.3125,26.4,22.1875
581,20.0625,28.2,21.75,27.74,22.25,25.66,22.25,26.38,22.1875
582,20.8125,28.22,21.6875,27.76,22.125,25.66,22.25,26.38,22.1875
583,22.625,28.2,21.75,27.74,22.125,25.65,22.1875,26.36,22.1875
584,23.875,28.13,21.9375,27.67,22.0625,25.62,22.1875,26.32,22.1875
585,24.9375,28.03,22.25,27.59,22.125,25.59,22.125,26.3,22.125
586,26.3125,27.92,22.5625,27.51,22.1875,25.54,22.125,26.28,22.125
587,26.625,27.79,22.875,27.43,22.25,25.51,22.125,26.25,22.125
588,26.625,27.66,23.125,27.34,22.375,25.49,22.125,26.24,22.125
589,26.3125,27.57,23.25,27.26,22.4375,25.47,22.1875,26.22,22.125
590,25.75,27.48,23.3125,27.21,22.5625,25.45,22.1875,26.21,22.125
591,25.4375,27.42,23.3125,27.19,22.625,25.44,22.25,26.21,22.125
592,25.1875,27.39,23.3125,27.17,22.75,25.43,22.3125,26.21,22.125
593,24.75,27.37,23.3125,27.18,22.8125,25.43,22.375,26.2,22.1875
594,24.25,27.33,23.3125,27.19,22.8125,25.44,22.4375,26.21,22.1875
595,23.25,27.32,23.1875,27.2,22.875,25.44,22.4375,26.21,22.1875
596,22.75,27.29,23.0625,27.19,22.875,25.44,22.4375,26.21,22.25
597,22.375,27.26,22.9375,27.2,22.8125,25.44,22.5,26.21,22.25
598,22,27.23,22.8125,27.19,22.8125,25.43,22.5,26.21,22.3125
599,21.6875,27.2,22.75,27.18,22.75,25.42,22.5,26.2,22.3125
600,21.5625,27.2,22.625,27.17,22.75,25.41,22.5625,26.2,22.3125
601,21.625,27.2,22.5625,27.18,22.6875,25.4,22.5,26.2,22.3125
602,21.4375,27.19,22.4375,27.19,22.625,25.4,22.5,26.2,22.3125
603,21.375,27.19,22.375,27.19,22.625,25.39,22.5,26.2,22.3125
604,21.3125,27.18,22.3125,27.19,22.5625,25.39,22.5,26.19,22.3125
605,21.4375,27.18,22.25,27.2,22.5,25.38,22.4375,26.18,22.3125
606,22.0625,27.19,22.25,27.19,22.5,25.37,22.4375,26.17,22.3125
607,23.625,27.2,22.375,27.21,22.4375,25.38,22.4375,26.19,22.3125
608,24.5625,27.18,22.5625,27.15,22.4375,25.34,22.4375,26.13,22.3125
609,25.0625,27.14,22.75,27.11,22.4375,25.33,22.375,26.11,22.3125
610,25,27.09,23,27.07,22.5625,25.32,22.375,26.1,22.3125
611,25.4375,27.05,23.125,27.03,22.625,25.3,22.375,26.09,22.3125
612,25.8125,26.99,23.3125,26.99,22.6875,25.28,22.4375,26.08,22.3125
613,25.75,26.92,23.4375,26.93,22.75,25.26,22.4375,26.07,22.3125
614,25.25,26.87,23.5,26.91,22.8125,25.25,22.5,26.06,22.3125
615,24.875,26.84,23.5,26.89,22.9375,25.25,22.5,26.06,22.3125
616,24.625,26.83,23.5,26.89,22.9375,25.26,22.5625,26.06,22.3125
617,24.75,26.82,23.5625,26.89,23,25.26,22.5625,26.06,22.3125
618,24.4375,26.82,23.5625,26.9,23.0625,25.25,22.625,26.07,22.375
619,23.9375,26.81,23.5,26.91,23.0625,25.26,22.625,26.07,22.375
620,23.5,26.79,23.4375,26.91,23.125,25.26,22.6875,26.07,22.375
621,23.25,26.78,23.375,26.91,23.0625,25.26,22.6875,26.06,22.4375
622,23.0625,26.77,23.3125,26.92,23.0625,25.25,22.6875,26.06,22.4375
623,23,26.77,23.1875,26.92,23.0625,25.25,22.75,26.07,22.4375
624,22.9375,26.79,23.1875,26.92,23.0625,25.25,22.75,26.06,22.5
625,22.6875,26.92,23.125,26.92,23,25.21,22.75,26.05,22.5
626,22.375,27.06,23,26.91,23,25.2,22.75,26.04,22.5
627,21.8125,27.19,22.9375,26.89,22.9375,25.17,22.75,25.98,22.5
628,21.8125,27.4,22.8125,26.87,22.9375,25.16,22.75,25.98,22.5
629,22,27.62,22.75,26.88,22.875,25.15,22.75,25.97,22.5
630,22.25,27.77,22.75,26.88,22.875,25.16,22.6875,25.96,22.5
631,22.1875,27.88,22.6875,26.89,22.8125,25.15,22.6875,25.96,22.5
632,22.5625,28.07,22.6875,26.88,22.75,25.14,22.6875,25.94,22.5
633,22.5625,28.24,22.6875,26.89,22.75,25.15,22.625,25.95,22.5
634,22.25,28.35,22.6875,26.91,22.75,25.14,22.625,25.95,22.5
635,21.8125,28.46,22.5625,26.91,22.6875,25.13,22.625,25.93,22.5
636,21.625,28.54,22.5,26.92,22.625,25.13,22.625,25.94,22.4375
637,22.0625,28.58,22.5,26.94,22.625,25.14,22.5625,25.93,22.5
638,22.125,28.6,22.4375,26.97,22.5625,25.13,22.5625,25.93,22.4375
639,21.8125,28.59,22.4375,26.99,22.5625,25.12,22.5625,25.93,22.4375
640,22.0625,28.58,22.375,27.01,22.5625,25.12,22.5,25.93,22.4375
641,22.125,28.57,22.375,27.04,22.5,25.13,22.5,25.94,22.4375
642,22,28.55,22.375,27.07,22.5,25.14,22.5,25.96,22.4375
643,21.6875,28.53,22.3125,27.09,22.5,25.16,22.4375,25.96,22.4375
644,21.625,28.5,22.3125,27.12,22.4375,25.16,22.4375,25.97,22.375
645,21.5625,28.49,22.25,27.13,22.4375,25.17,22.4375,25.97,22.375
646,21.5625,28.47,22.1875,27.16,22.375,25.17,22.375,25.97,22.375
647,21.5,28.45,22.1875,27.18,22.375,25.17,22.375,25.97,22.375
648,21.5625,28.44,22.125,27.19,22.375,25.17,22.375,25.98,22.3125
649,21.5625,28.42,22.125,27.22,22.3125,25.18,22.375,25.98,22.3125
650,21.5,28.4,22.125,27.24,22.3125,25.19,22.3125,25.99,22.3125
651,21.375,28.39,22.0625,27.25,22.25,25.19,22.3125,25.99,22.3125
652,21.375,28.37,22.0625,27.27,22.25,25.19,22.3125,25.99,22.25
653,21.4375,28.36,22,27.28,22.25,25.2,22.25,25.99,22.25
654,22.0625,28.36,22,27.29,22.1875,25.22,22.25,26.01,22.25
655,23.1875,28.33,22.125,27.27,22.1875,25.2,22.25,25.95,22.25
656,23,28.27,22.25,27.24,22.1875,25.2,22.1875,25.94,22.25
657,23.0625,28.23,22.3125,27.22,22.1875,25.19,22.1875,25.94,22.25
658,23,28.2,22.375,27.21,22.25,25.19,22.1875,25.93,22.25
659,23.3125,28.18,22.4375,27.2,22.3125,25.19,22.1875,25.94,22.1875
660,23.1875,28.15,22.5,27.2,22.3125,25.17,22.25,25.93,22.1875
661,23.25,28.13,22.5625,27.2,22.3125,25.18,22.1875,25.93,22.1875
662,23.625,28.08,22.625,27.18,22.375,25.17,22.25,25.92,22.125
663,23.625,28.05,22.6875,27.17,22.375,25.17,22.1875,25.91,22.1875
664,23.5625,28.02,22.75,27.15,22.4375,25.17,22.25,25.92,22.1875
665,23.5,28.01,22.75,27.14,22.5,25.16,22.25,25.92,22.1875
666,23.375,28,22.8125,27.16,22.5,25.16,22.3125,25.91,22.1875
667,22.5,27.98,22.75,27.18,22.5,25.17,22.3125,25.93,22.1875
668,22.0625,27.96,22.625,27.18,22.5,25.18,22.3125,25.93,22.1875
669,21.8125,27.94,22.5625,27.18,22.5625,25.18,22.3125,25.93,22.1875
670,21.6875,27.93,22.4375,27.18,22.5,25.18,22.3125,25.93,22.1875
671,22,27.93,22.375,27.19,22.5,25.17,22.375,25.93,22.1875
672,22.1875,27.92,22.375,27.2,22.4375,25.17,22.375,25.93,22.1875
673,22.1875,27.92,22.375,27.21,22.4375,25.18,22.3125,25.92,22.25
674,22.1875,27.91,22.375,27.21,22.4375,25.18,22.3125,25.93,22.25
675,22,27.91,22.375,27.22,22.375,25.18,22.3125,25.93,22.1875
676,21.875,27.89,22.3125,27.23,22.375,25.18,22.3125,25.93,22.1875
677,21.625,27.89,22.25,27.23,22.375,25.19,22.3125,25.94,22.1875
678,22.25,27.88,22.25,27.22,22.375,25.18,22.3125,25.92,22.1875
679,22.9375,27.89,22.3125,27.24,22.3125,25.17,22.25,25.9,22.25
680,23.1875,27.87,22.375,27.22,22.3125,25.17,22.25,25.9,22.1875
681,23.3125,27.86,22.5,27.2,22.375,25.17,22.25,25.89,22.1875
682,24.8125,27.8,22.625,27.16,22.375,25.13,22.25,25.87,22.1875
683,25.875,27.69,22.875,27.04,22.4375,25.11,22.25,25.84,22.1875
684,26.1875,27.58,23.1875,26.94,22.5,25.08,22.25,25.83,22.1875
685,26,27.5,23.375,26.87,22.625,25.05,22.25,25.82,22.1875
686,25.6875,27.44,23.4375,26.83,22.6875,25.04,22.3125,25.82,22.1875
687,25.625,27.37,23.5625,26.78,22.75,25.02,22.375,25.81,22.1875
688,25.4375,27.33,23.5625,26.74,22.875,25.02,22.375,25.81,22.1875
689,25,27.31,23.625,26.73,22.9375,25.01,22.4375,25.81,22.25
690,24.4375,27.28,23.625,26.73,23,25.01,22.5,25.81,22.25
691,23.875,27.27,23.5,26.74,23,25.01,22.5625,25.83,22.25
692,23.4375,27.25,23.4375,26.74,23.0625,25.02,22.5625,25.83,22.3125
693,23.125,27.23,23.375,26.75,23.0625,25.02,22.625,25.83,22.3125
694,22.9375,27.23,23.25,26.75,23.0625,25.02,22.625,25.83,22.375
695,22.8125,27.22,23.1875,26.76,23.0625,25.01,22.6875,25.83,22.375
696,22.625,27.22,23.125,26.77,23,25.02,22.6875,25.83,22.375
697,22.75,27.21,23.0625,26.77,23,25.01,22.6875,25.82,22.4375
698,22.625,27.21,23,26.79,22.9375,25.01,22.6875,25.82,22.4375
699,22.6875,27.21,22.9375,26.79,22.9375,25,22.6875,25.82,22.4375
700,22.75,27.21,22.875,26.8,22.875,25,22.6875,25.81,22.5
701,23.25,27.21,22.9375,26.81,22.875,25,22.6875,25.82,22.4375
702,24,27.21,23,26.8,22.875,24.99,22.6875,25.8,22.4375
703,24.5,27.18,23.125,26.76,22.875,24.98,22.6875,25.79,22.4375
704,25.25,27.14,23.25,26.72,22.875,24.95,22.6875,25.76,22.4375
705,26.1875,27.07,23.5,26.64,22.9375,24.93,22.6875,25.75,22.4375
706,26.875,26.97,23.75,26.54,23,24.89,22.6875,25.73,22.4375
707,26.9375,26.89,23.9375,26.47,23.0625,24.87,22.6875,25.72,22.4375
708,27.3125,26.79,24.125,26.36,23.1875,24.84,22.75,25.71,22.5
709,26.8125,26.7,24.25,26.28,23.3125,24.82,22.75,25.7,22.5
710,26.375,26.63,24.3125,26.21,23.375,24.8,22.8125,25.7,22.5
711,25.9375,26.6,24.3125,26.17,23.5,24.79,22.875,25.7,22.5625
712,25.625,26.56,24.3125,26.14,23.5625,24.78,22.9375,25.71,22.5625
713,25.3125,26.55,24.25,26.13,23.5625,24.78,23,25.7,22.625
714,24.5625,26.54,24.1875,26.14,23.625,24.79,23,25.72,22.625
715,24.125,26.51,24.0625,26.14,23.625,24.79,23.0625,25.71,22.6875
716,23.875,26.49,24,26.14,23.625,24.79,23.0625,25.71,22.6875
717,23.75,26.49,23.9375,26.14,23.625,24.79,23.125,25.71,22.6875
718,23.75,26.48,23.875,26.14,23.625,24.79,23.125,25.72,22.75
719,23.4375,26.47,23.6875,26.16,23.5625,24.79,23.125,25.71,22.8125
720,23.125,26.46,23.625,26.16,23.5,24.78,23.125,25.71,22.8125
721,22.75,26.44,23.5,26.15,23.5,24.78,23.125,25.71,22.8125
722,22.5625,26.42,23.4375,26.15,23.4375,24.77,23.125,25.71,22.8125
723,22.5,26.41,23.375,26.16,23.375,24.76,23.1875,25.7,22.8125
724,23.25,26.43,23.3125,26.18,23.3125,24.76,23.125,25.69,22.8125
725,24.3125,26.44,23.375,26.17,23.3125,24.75,23.125,25.68,22.8125
726,25.4375,26.41,23.5,26.1,23.3125,24.72,23.0625,25.64,22.875
727,26.5,26.32,23.75,26,23.3125,24.69,23.0625,25.62,22.8125
728,27.0625,26.21,24,25.89,23.375,24.67,23.0625,25.64,22.8125
729,27.3125,26.11,24.25,25.76,23.4375,24.61,23.0625,25.6,22.8125
730,27.25,26,24.375,25.63,23.5625,24.57,23.125,25.58,22.8125
731,27.625,25.89,24.5625,25.5,23.625,24.52,23.125,25.57,22.8125
